data,query proportion,latent dimension,recon loss,layers number,flows layers number,s dimension proportion,embedding dim,hidden dim,lambda kl,lambda sparsity,lambda mask,lambda clas,pretrain_epoch_rate,full embedding,dropout rate,normalisation,learning rate,flows,NMI,ARI,ASW label,ASW batch,PCR,ILS,GRA,score,f1 weighted,f1 macro,cost
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.0,False,0.0,batch,0.0001,quadraticspline,0.6029605668728,0.5282138631805201,0.5898308977484703,0.7105521422288619,0.6662224083457214,0.4925281847468935,0.7566212494683645,0.6209899017988045,0.5505827964855046,0.18789562603113388,264.6113488674164
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.0,False,0.0,batch,0.0001,spline,0.6029605668728,0.5282138631805201,0.5746771320700645,0.6835123262600159,0.807987780734065,0.45464572439400047,0.7566212494683645,0.6298026632828329,0.38498006686054365,0.1476224104700348,262.337278842926
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.0,False,0.0,batch,0.0005,quadraticspline,0.6029605668728,0.5282138631805201,0.6761448532342911,0.7919854761753926,0.8262710910155272,0.6002742576484497,0.7566212494683645,0.6832101939421921,0.22845298845357598,0.12382706319892214,255.3429388999939
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.0,False,0.0,batch,0.0005,spline,0.6029605668728,0.5282138631805201,0.7405821979045868,0.6511841186643774,0.8738623085927099,0.5588502425413865,0.7566212494683645,0.6731820781749634,0.6797403051133359,0.2922590895522252,234.4366090297699
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.05,,0.0001,quadraticspline,0.6029605668728,0.5282138631805201,0.7063074856996536,0.6597119527581577,0.8355653354342563,0.5678042308069192,0.7566212494683645,0.6653120977458101,0.7120802685517276,0.31286335938948834,608.9411911964417
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.05,,0.0001,spline,0.6029605668728,0.5282138631805201,0.7071010917425156,0.6391734016519515,0.8524786593983946,0.5706334383934378,0.7566212494683645,0.6653117529582835,0.7152201427830063,0.34053478321019043,709.0750379562378
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.05,,0.0005,quadraticspline,0.6029605668728,0.5282138631805201,0.6404753029346466,0.691711879106722,0.9062548831908773,0.6149507895685159,0.7566212494683645,0.6773126477603494,0.5446615535934147,0.36252626671282545,717.0630161762238
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.05,,0.0005,spline,0.6029605668728,0.5282138631805201,0.7018657475709915,0.6633143237437618,0.859748157392564,0.6260198475076602,0.7566212494683645,0.676963393676666,0.5297287996252761,0.29494961488136745,948.6905708312988
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.05,batch,0.0001,quadraticspline,0.6029605668728,0.5282138631805201,0.5790087506175041,0.7769188065011627,0.7887639717278905,0.5499917431734502,0.7566212494683645,0.6546398502202416,0.7710393571691304,0.4941740841407968,887.2954082489014
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.05,batch,0.0001,spline,0.6029605668728,0.5282138631805201,0.5915316566824913,0.7750628783146329,0.8707321974740513,0.5030549158019801,0.7566212494683645,0.6611681896849771,0.7742956472672012,0.39521490253488795,917.600145816803
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.05,batch,0.0005,quadraticspline,0.6029605668728,0.5282138631805201,0.5249166060239077,0.7275120283345152,0.952405123196431,0.569823278763439,0.7566212494683645,0.6660646736914254,0.5908236569230372,0.4239528925306847,783.5702750682831
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.05,batch,0.0005,spline,0.6029605668728,0.5282138631805201,0.5951287522912025,0.7836626880339949,0.8822698162265433,0.5532333229023677,0.7566212494683645,0.6717271798536847,0.6150438731668182,0.30468844828112723,878.8084621429443
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.0,,0.0001,quadraticspline,0.6029605668728,0.5282138631805201,0.6454908102750778,0.6692764526700254,0.8853229038515888,0.5724658506134381,0.7566212494683645,0.6657645281331164,0.4939563268887067,0.26369095808596943,647.4950540065765
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.0,,0.0001,spline,0.6029605668728,0.5282138631805201,0.5888647064566612,0.6967481618782639,0.8740253219491939,0.547215177749212,0.7566212494683645,0.6563784353650022,0.5983578706383178,0.30506249537907676,737.2276930809021
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.0,,0.0005,quadraticspline,0.6029605668728,0.5282138631805201,0.6760119497776031,0.6731528804608838,0.7377023231909082,0.6202410671573418,0.7566212494683645,0.6564148428726316,0.5632174288942238,0.3276218840639164,653.4582469463348
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.0,,0.0005,spline,0.6029605668728,0.5282138631805201,0.6518927812576294,0.633462590807016,0.8089458112302772,0.5967894055737326,0.7566212494683645,0.6541266097700486,0.5759633709563282,0.2394570810947788,1770.5130031108856
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.0,batch,0.0001,quadraticspline,0.6029605668728,0.5282138631805201,0.6260212808847427,0.7229287248686197,0.7040550913529747,0.5844453795311543,0.7566212494683645,0.646463736594168,0.6481197633724565,0.3401559313089254,3749.882937192917
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.0,batch,0.0001,spline,0.6029605668728,0.5282138631805201,0.5840074270963669,0.794158133512208,0.7167782160512502,0.5691415200439783,0.7566212494683645,0.6502687108893553,0.6671729633111894,0.4216375748493958,7729.214046001434
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.0,batch,0.0005,quadraticspline,0.6029605668728,0.5282138631805201,0.5783387199044228,0.7392042584059091,0.7007165715145703,0.642874878544647,0.7566212494683645,0.6498471582701763,0.6865269308057437,0.5425208492212551,17108.246252059937
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,True,0.0,batch,0.0005,spline,0.6029605668728,0.5282138631805201,0.6626966446638107,0.7653450592515033,0.7479234044887086,0.6680969813695321,0.7566212494683645,0.6759796813278912,0.721219223170124,0.5928992701472905,958.2520151138306
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.05,,0.0001,quadraticspline,0.6029605668728,0.5282138631805201,0.6572768092155457,0.6738623644799931,0.9011489554604577,0.5551346812683803,0.7566212494683645,0.6678883557065802,0.630220374076712,0.36354664304789724,701.200718164444
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.05,,0.0001,spline,0.6029605668728,0.5282138631805201,0.7076271921396255,0.6495765398353157,0.7117508681034845,0.5920736602722452,0.7566212494683645,0.6498319914103365,0.5324842713923932,0.4469741328861116,803.7821629047394
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.05,,0.0005,quadraticspline,0.6029605668728,0.5282138631805201,0.6109599471092224,0.6793828871795798,0.942744524119035,0.5893752216003262,0.7566212494683645,0.6728940370756925,0.7796716054469555,0.5134442937862252,673.1999490261078
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.05,,0.0005,spline,0.6029605668728,0.5282138631805201,0.6390267163515091,0.7039818056240142,0.8270195805514732,0.5936396811157465,0.7566212494683645,0.664494780452061,0.6157357343867977,0.4498991337138957,903.7493858337402
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.05,batch,0.0001,quadraticspline,0.6029605668728,0.5282138631805201,0.47227788157761097,0.781605618022102,0.44313815515381116,0.5176028130719295,0.7566212494683645,0.5860600210495912,0.5202463852468985,0.34197921621650423,810.7225880622864
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.05,batch,0.0001,spline,0.6029605668728,0.5282138631805201,0.6604621857404709,0.734476451141459,0.7379991684450931,0.5487308397065275,0.7566212494683645,0.652780617793605,0.8123444872122251,0.44154213179960994,1105.6083528995514
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.05,batch,0.0005,quadraticspline,0.6029605668728,0.5282138631805201,0.4351262226700783,0.7608661666429044,0.9339412742115428,0.5235186714965564,0.7566212494683645,0.6487497163632524,0.463990493052309,0.33188879037902347,980.1602129936218
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.05,batch,0.0005,spline,0.6029605668728,0.5282138631805201,0.5628390312194824,0.7574150344487978,0.8461119414290121,0.5450719417287753,0.7566212494683645,0.6570333754782504,0.5076202545190106,0.3065112186263726,985.472403049469
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.0,,0.0001,quadraticspline,0.6029605668728,0.5282138631805201,0.6817752867937088,0.6489053104509114,0.8236516855442818,0.5651578025964017,0.7566212494683645,0.6581836807009983,0.46491694860623634,0.31317969499422654,731.4291460514069
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.0,,0.0001,spline,0.6029605668728,0.5282138631805201,0.6704943925142288,0.6572767650724282,0.8120614497127687,0.6073702676938131,0.7566212494683645,0.662142650644989,0.5114382385516246,0.4076009596814532,799.4644060134888
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.0,,0.0005,quadraticspline,0.6029605668728,0.5282138631805201,0.6550431996583939,0.6401263464134951,0.8642112688327671,0.581142300238403,0.7566212494683645,0.6611883992378206,0.39651781069463793,0.2683236895538692,724.7628090381622
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.0,,0.0005,spline,0.6029605668728,0.5282138631805201,0.6315365433692932,0.6317262068050785,0.836818544545674,0.5857761721305835,0.7566212494683645,0.6533790209103305,0.3919863564354703,0.3645129940731281,850.4693939685822
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.0,batch,0.0001,quadraticspline,0.6029605668728,0.5282138631805201,0.5503461062908173,0.7480949622509835,0.8977230519380763,0.5493622248849044,0.7566212494683645,0.6619031464123523,0.6833610998103268,0.4307855911758039,760.0293619632721
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.0,batch,0.0001,spline,0.6029605668728,0.5282138631805201,0.5805769115686417,0.7762084543030785,0.35131431222806453,0.5498281569363406,0.7566212494683645,0.5922462163654014,0.7261864729710862,0.5234260397713902,958.1040370464325
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.0,batch,0.0005,quadraticspline,0.6029605668728,0.5282138631805201,0.566813550889492,0.716381863880293,0.7212135520063522,0.6340848259591999,0.7566212494683645,0.6466127817510031,0.4916567966731709,0.3623954788536527,786.460391998291
pancreas,0.2,10,nb,4,2,0.5,5,32,1,0.001,0,1,0.9,False,0.0,batch,0.0005,spline,0.6029605668728,0.5282138631805201,0.4947435804642737,0.7439203349493712,0.7540155956176294,0.5698167465340632,0.7566212494683645,0.6357559910124317,0.3808638473627974,0.3719059245083889,926.3163809776306
