best_mcc,best_r2,best_sum_mcc,best_sum_r2,epoch,mcc_at_best_r2,r2_at_best_mcc,step,train_elbo_loss,train_kld_content,train_kld_style,train_recon_loss,val_elbo_loss,val_kld_content,val_kld_style,val_mcc,val_r2,val_recon_loss
,,,,12,,,2499,6.254512786865234,4.590254783630371,2.887037754058838,2.515866756439209,,,,,,
,,,,13,,,2549,5.514795780181885,4.668597221374512,2.6933562755584717,1.833818793296814,,,,,,
,,,,13,,,2599,6.068077564239502,4.287759304046631,2.6878461837768555,2.580275058746338,,,,,,
,,,,13,,,2649,5.688786506652832,4.713319778442383,2.9171066284179688,1.8735730648040771,,,,,,
,,,,13,,,2699,5.617223262786865,4.333453178405762,2.569500684738159,2.1657462120056152,,,,,,
,,,,14,,,2749,6.416651725769043,4.681967258453369,2.9870400428771973,2.582148313522339,,,,,,
,,,,14,,,2799,5.491985321044922,4.357046604156494,2.5395185947418213,2.0437028408050537,,,,,,
,,,,14,,,2849,5.380074501037598,4.472525596618652,2.4653544425964355,1.9111343622207642,,,,,,
,,,,14,,,2899,5.550872325897217,4.614192008972168,2.8965260982513428,1.7955130338668823,,,,,,
,,,,15,,,2949,5.050922870635986,4.390604019165039,2.5235211849212646,1.593860149383545,,,,,,
,,,,15,,,2999,5.375744819641113,4.415249824523926,2.7489895820617676,1.7936251163482666,,,,,,
,,,,15,,,3049,6.475879669189453,4.4293951988220215,2.5628628730773926,2.979750394821167,,,,,,
,,,,15,,,3099,5.831418514251709,4.301370143890381,2.7154810428619385,2.322993040084839,,,,,,
,,,,16,,,3149,6.126316547393799,4.301336288452148,2.489579439163208,2.7308590412139893,,,,,,
,,,,16,,,3199,5.44156551361084,4.3339385986328125,2.2743027210235596,2.1374449729919434,,,,,,
,,,,16,,,3249,5.483130931854248,4.231845378875732,2.421396255493164,2.1565101146698,,,,,,
,,,,16,,,3299,6.077645778656006,4.403017044067383,2.9929704666137695,2.3796520233154297,,,,,,
,,,,17,,,3349,5.183036804199219,4.17476224899292,2.5089735984802246,1.841168761253357,,,,,,
,,,,17,,,3399,5.523660659790039,4.151280879974365,2.507199764251709,2.1944198608398438,,,,,,
,,,,17,,,3449,5.06496000289917,4.2544755935668945,2.279878616333008,1.7977830171585083,,,,,,
,,,,17,,,3499,5.658626079559326,4.171407699584961,2.629540205001831,2.2581522464752197,,,,,,
,,,,18,,,3549,6.205724716186523,4.210216999053955,2.473097085952759,2.864067792892456,,,,,,
,,,,18,,,3599,5.139806747436523,4.229564189910889,2.2928338050842285,1.8786076307296753,,,,,,
,,,,18,,,3649,5.240716934204102,4.173514366149902,2.7156524658203125,1.796133279800415,,,,,,
,,,,18,,,3699,5.407506942749023,4.270623207092285,2.2512192726135254,2.146585464477539,,,,,,
,,,,19,,,3749,5.037885665893555,4.131224632263184,2.2237930297851562,1.8603768348693848,,,,,,
,,,,19,,,3799,4.871683120727539,4.168685436248779,2.614877223968506,1.4799017906188965,,,,,,
,,,,19,,,3849,4.663859844207764,4.004154682159424,2.0468692779541016,1.638347864151001,,,,,,
,,,,19,,,3899,5.210701942443848,4.134872913360596,2.6017181873321533,1.8424066305160522,,,,,,
0.27577611804008484,0.7563877105712891,0.22504140436649323,0.7393966317176819,19,0.18349334597587585,0.6625914573669434,3919,,,,,5.1957807540893555,4.062541961669922,2.3299224376678467,0.1952374130487442,0.6843215823173523,1.999548077583313
,,,,20,,,3949,4.708465099334717,3.8953518867492676,2.4086015224456787,1.556488275527954,,,,,,
,,,,20,,,3999,4.972256660461426,3.985353469848633,2.4526402950286865,1.753259539604187,,,,,,
,,,,20,,,4049,5.309145927429199,4.088330268859863,2.5352635383605957,1.997348666191101,,,,,,
,,,,20,,,4099,5.833786964416504,4.188893795013428,2.4347779750823975,2.521951198577881,,,,,,
,,,,21,,,4149,5.054237365722656,4.01599645614624,2.3353800773620605,1.8785490989685059,,,,,,
,,,,21,,,4199,5.063520908355713,3.9747610092163086,2.40181827545166,1.8752312660217285,,,,,,
,,,,21,,,4249,4.8195343017578125,4.03147554397583,2.2823734283447266,1.662609577178955,,,,,,
,,,,21,,,4299,4.503936767578125,4.037787437438965,2.3426849842071533,1.3137006759643555,,,,,,
,,,,22,,,4349,5.039651393890381,3.9935338497161865,2.7502105236053467,1.6677792072296143,,,,,,
,,,,22,,,4399,4.61137056350708,3.8167197704315186,2.247004270553589,1.5795085430145264,,,,,,
,,,,22,,,4449,4.690037250518799,3.926501512527466,2.2365665435791016,1.6085032224655151,,,,,,
,,,,22,,,4499,4.728528022766113,3.6939494609832764,2.1681270599365234,1.797489881515503,,,,,,
,,,,23,,,4549,5.379478454589844,3.903651475906372,2.483086585998535,2.1861095428466797,,,,,,
,,,,23,,,4599,5.05814790725708,4.076042175292969,2.451585292816162,1.7943341732025146,,,,,,
,,,,23,,,4649,4.959873199462891,4.045907497406006,2.2666211128234863,1.803608775138855,,,,,,
,,,,23,,,4699,4.9043192863464355,4.17378568649292,2.252439022064209,1.691206932067871,,,,,,
,,,,24,,,4749,4.274349689483643,3.9133784770965576,1.892449140548706,1.3714358806610107,,,,,,
,,,,24,,,4799,4.48692512512207,3.727735757827759,2.3119797706604004,1.4670675992965698,,,,,,
,,,,24,,,4849,4.609888076782227,3.942126750946045,2.057995557785034,1.609826683998108,,,,,,
,,,,24,,,4899,4.90053653717041,4.096511363983154,2.5390801429748535,1.5827409029006958,,,,,,
,,,,25,,,4949,4.775679588317871,3.8543431758880615,2.4872663021087646,1.6048747301101685,,,,,,
,,,,25,,,4999,5.294929027557373,3.90742826461792,2.1937873363494873,2.24432110786438,,,,,,
,,,,25,,,5049,4.9583940505981445,3.921119213104248,2.3668110370635986,1.8144290447235107,,,,,,
,,,,26,,,5099,5.257103443145752,4.036600112915039,2.6920573711395264,1.8927745819091797,,,,,,
,,,,26,,,5149,6.109990119934082,3.79612135887146,3.0999386310577393,2.6619603633880615,,,,,,
,,,,26,,,5199,4.518354415893555,3.826772689819336,2.283491611480713,1.4632223844528198,,,,,,
,,,,26,,,5249,5.419939994812012,3.699726104736328,2.253434181213379,2.443359851837158,,,,,,
,,,,27,,,5299,4.829324722290039,4.211177825927734,2.6917645931243896,1.3778536319732666,,,,,,
,,,,27,,,5349,4.677112579345703,3.7908565998077393,2.1651499271392822,1.6991095542907715,,,,,,
,,,,27,,,5399,4.4512128829956055,3.6081089973449707,2.5219626426696777,1.3861770629882812,,,,,,
,,,,27,,,5449,4.590365409851074,4.011889934539795,2.0723326206207275,1.548254370689392,,,,,,
,,,,28,,,5499,4.803897857666016,3.8812451362609863,2.6151905059814453,1.5556799173355103,,,,,,
,,,,28,,,5549,4.58717155456543,3.721980333328247,2.4119606018066406,1.5202012062072754,,,,,,
,,,,28,,,5599,4.880274772644043,4.119298934936523,2.2422499656677246,1.6995000839233398,,,,,,
,,,,28,,,5649,6.286026954650879,3.3462719917297363,2.277413845062256,3.474184274673462,,,,,,
,,,,29,,,5699,4.546753883361816,3.663701057434082,2.1736233234405518,1.62809157371521,,,,,,
,,,,29,,,5749,4.759679794311523,3.72522234916687,2.2202420234680176,1.7869478464126587,,,,,,
,,,,29,,,5799,5.026679039001465,3.864497423171997,2.510469436645508,1.839195728302002,,,,,,
,,,,29,,,5849,4.931308746337891,4.121382236480713,2.661512851715088,1.5398615598678589,,,,,,
,,,,30,,,5899,4.769205093383789,4.151129722595215,2.502540111541748,1.4423701763153076,,,,,,
,,,,30,,,5949,4.620416641235352,3.6398849487304688,2.4575772285461426,1.5716851949691772,,,,,,
,,,,30,,,5999,4.494174957275391,4.097718715667725,2.5330538749694824,1.178788423538208,,,,,,
,,,,30,,,6049,4.751713752746582,4.0788164138793945,2.135253429412842,1.644679069519043,,,,,,
,,,,31,,,6099,4.5635986328125,3.7786452770233154,2.4305381774902344,1.459006905555725,,,,,,
,,,,31,,,6149,4.585729122161865,3.7830331325531006,2.2335264682769775,1.5774492025375366,,,,,,
,,,,31,,,6199,4.561955451965332,3.6497793197631836,2.3667311668395996,1.553700566291809,,,,,,
,,,,31,,,6249,4.791326999664307,3.6004605293273926,1.8700860738754272,2.056053876876831,,,,,,
,,,,32,,,6299,4.798337459564209,3.619466781616211,2.7687885761260986,1.6042098999023438,,,,,,
,,,,32,,,6349,4.760489463806152,3.9980804920196533,2.343491792678833,1.5897035598754883,,,,,,
,,,,32,,,6399,4.771003723144531,3.862637519836426,2.8319973945617676,1.4236863851547241,,,,,,
,,,,32,,,6449,4.832591533660889,3.7266910076141357,2.5027410984039307,1.7178757190704346,,,,,,
,,,,33,,,6499,4.84568977355957,3.8976218700408936,2.4795756340026855,1.6570913791656494,,,,,,
,,,,33,,,6549,5.263248443603516,3.5525453090667725,2.3283822536468506,2.322784423828125,,,,,,
,,,,33,,,6599,4.769297122955322,3.762129068374634,2.0570802688598633,1.8596923351287842,,,,,,
,,,,33,,,6649,4.3978166580200195,3.9875965118408203,2.4907312393188477,1.1586530208587646,,,,,,
,,,,34,,,6699,4.518241882324219,3.641160488128662,2.525658130645752,1.4348326921463013,,,,,,
,,,,34,,,6749,4.313072681427002,3.5937564373016357,2.056673526763916,1.487857699394226,,,,,,
,,,,34,,,6799,4.632213115692139,3.873176097869873,2.472614288330078,1.459317922592163,,,,,,
,,,,34,,,6849,4.955110549926758,4.015246868133545,2.688124895095825,1.6034249067306519,,,,,,
,,,,35,,,6899,5.280843734741211,3.6668448448181152,2.190082550048828,2.3523802757263184,,,,,,
,,,,35,,,6949,4.705077171325684,3.8502511978149414,2.363091230392456,1.5984057188034058,,,,,,
,,,,35,,,6999,4.439324855804443,3.753197431564331,2.1671955585479736,1.4791285991668701,,,,,,
,,,,35,,,7049,6.690144062042236,3.886120557785034,2.756301164627075,3.3689332008361816,,,,,,
,,,,36,,,7099,4.936636924743652,3.8057971000671387,2.4227566719055176,1.8223598003387451,,,,,,
,,,,36,,,7149,4.825517177581787,3.875467300415039,2.7910516262054443,1.4922574758529663,,,,,,
,,,,36,,,7199,4.845393657684326,3.8167805671691895,2.075045347213745,1.8994805812835693,,,,,,
,,,,36,,,7249,4.6159234046936035,3.631524085998535,2.1970207691192627,1.7016509771347046,,,,,,
,,,,37,,,7299,4.48565673828125,3.626047134399414,2.320335865020752,1.5124648809432983,,,,,,
,,,,37,,,7349,4.7124176025390625,3.78672456741333,2.3882956504821777,1.624907374382019,,,,,,
,,,,37,,,7399,4.627862930297852,3.9057044982910156,2.37737774848938,1.4863216876983643,,,,,,
,,,,38,,,7449,4.231520175933838,3.6929421424865723,2.24682879447937,1.2616347074508667,,,,,,
,,,,38,,,7499,5.529116630554199,3.858304500579834,2.5509393215179443,2.3244946002960205,,,,,,
,,,,38,,,7549,4.497491359710693,3.822990894317627,1.9978440999984741,1.587073802947998,,,,,,
,,,,38,,,7599,5.030266284942627,3.767925262451172,2.4046638011932373,1.9439715147018433,,,,,,
,,,,39,,,7649,4.784705638885498,3.6802175045013428,2.141977548599243,1.8736079931259155,,,,,,
,,,,39,,,7699,4.675361156463623,3.90997052192688,2.125426769256592,1.6576625108718872,,,,,,
,,,,39,,,7749,4.186429023742676,3.5839176177978516,2.044693946838379,1.3721234798431396,,,,,,
,,,,39,,,7799,4.253961086273193,3.6253814697265625,2.1392431259155273,1.3716486692428589,,,,,,
0.3362617790699005,0.9386439323425293,0.3169647753238678,0.9193823337554932,39,0.223394513130188,0.8839684724807739,7839,,,,,4.586116790771484,3.723067283630371,2.351759672164917,0.2155674695968628,0.9156725406646729,1.5487037897109985
,,,,40,,,7849,4.430947303771973,3.8389992713928223,2.3542494773864746,1.3343226909637451,,,,,,
,,,,40,,,7899,5.7346062660217285,3.6505937576293945,2.2589499950408936,2.779834508895874,,,,,,
,,,,40,,,7949,4.943518161773682,3.6212520599365234,2.5000317096710205,1.8828761577606201,,,,,,
,,,,40,,,7999,4.649186134338379,3.6624631881713867,2.283564567565918,1.676172137260437,,,,,,
,,,,41,,,8049,5.323666572570801,3.827688217163086,2.4053115844726562,2.2071666717529297,,,,,,
,,,,41,,,8099,4.102396011352539,3.673729419708252,2.0667691230773926,1.2321467399597168,,,,,,
,,,,41,,,8149,4.67045783996582,4.059714317321777,2.501605987548828,1.3897976875305176,,,,,,
,,,,41,,,8199,4.788748264312744,4.040508270263672,2.318004846572876,1.6094915866851807,,,,,,
,,,,42,,,8249,4.222259044647217,3.788925886154175,2.1122093200683594,1.2716914415359497,,,,,,
,,,,42,,,8299,5.3973188400268555,3.9108309745788574,2.1753287315368652,2.354238748550415,,,,,,
,,,,42,,,8349,4.531094551086426,3.734635353088379,2.528836727142334,1.3993585109710693,,,,,,
,,,,42,,,8399,4.447962284088135,3.512786626815796,2.205599069595337,1.5887694358825684,,,,,,
,,,,43,,,8449,4.753925323486328,3.6771507263183594,2.3335652351379395,1.74856698513031,,,,,,
,,,,43,,,8499,4.235988616943359,3.7559120655059814,1.97353994846344,1.3712626695632935,,,,,,
,,,,43,,,8549,4.46842622756958,3.53016996383667,2.0835468769073486,1.6615676879882812,,,,,,
,,,,43,,,8599,4.306356430053711,3.623708963394165,2.4664578437805176,1.2612733840942383,,,,,,
,,,,44,,,8649,4.1800055503845215,3.9110312461853027,2.3294479846954346,1.0597660541534424,,,,,,
,,,,44,,,8699,4.399662971496582,3.5656685829162598,1.9671988487243652,1.6332296133041382,,,,,,
,,,,44,,,8749,4.191112041473389,3.7246253490448,1.9373151063919067,1.360141634941101,,,,,,
,,,,44,,,8799,4.981210231781006,3.7483980655670166,2.4821887016296387,1.8659168481826782,,,,,,
,,,,45,,,8849,4.5726847648620605,3.956996440887451,2.5311577320098877,1.3286077976226807,,,,,,
,,,,45,,,8899,5.282289505004883,3.7626047134399414,2.3169937133789062,2.24249005317688,,,,,,
,,,,45,,,8949,4.455399513244629,3.6464014053344727,2.4266586303710938,1.4188692569732666,,,,,,
,,,,45,,,8999,4.328055381774902,3.5459423065185547,2.3456270694732666,1.3822709321975708,,,,,,
,,,,46,,,9049,4.335024833679199,3.7959394454956055,2.0174267292022705,1.4283416271209717,,,,,,
,,,,46,,,9099,4.8268513679504395,3.885561227798462,2.490135908126831,1.6390029191970825,,,,,,
,,,,46,,,9149,4.678830623626709,3.5388145446777344,2.302311658859253,1.7582675218582153,,,,,,
,,,,46,,,9199,4.603494644165039,3.819708824157715,2.0795557498931885,1.6538623571395874,,,,,,
,,,,47,,,9249,4.391756057739258,3.8772213459014893,2.059274673461914,1.4235079288482666,,,,,,
,,,,47,,,9299,4.419778347015381,3.4591164588928223,2.145479440689087,1.6174806356430054,,,,,,
,,,,47,,,9349,7.3017258644104,3.2764813899993896,1.7584819793701172,4.784244060516357,,,,,,
,,,,47,,,9399,4.128269672393799,3.40474009513855,2.1496975421905518,1.351050853729248,,,,,,
,,,,48,,,9449,5.0769829750061035,3.5776991844177246,2.173093318939209,2.2015867233276367,,,,,,
,,,,48,,,9499,4.175920486450195,3.4517078399658203,2.276801824569702,1.311665654182434,,,,,,
,,,,48,,,9549,4.7212605476379395,3.6019375324249268,2.024394989013672,1.9080944061279297,,,,,,
,,,,48,,,9599,5.224865436553955,3.229696273803711,2.061617612838745,2.5792081356048584,,,,,,
,,,,49,,,9649,5.078044891357422,3.700890302658081,2.4183201789855957,2.018439292907715,,,,,,
,,,,49,,,9699,4.692336082458496,3.4873735904693604,2.1548163890838623,1.8712408542633057,,,,,,
,,,,49,,,9749,4.323392868041992,3.4106407165527344,2.2760815620422363,1.4800314903259277,,,,,,
,,,,49,,,9799,4.085004806518555,3.56396484375,2.2915492057800293,1.1572476625442505,,,,,,
,,,,50,,,9849,4.280111312866211,3.5624234676361084,2.267590045928955,1.3651041984558105,,,,,,
,,,,50,,,9899,4.72329044342041,3.755420207977295,2.479424238204956,1.6058683395385742,,,,,,
,,,,50,,,9949,4.941674709320068,3.9444754123687744,2.24831223487854,1.8452811241149902,,,,,,
,,,,51,,,9999,4.288943290710449,3.313756227493286,2.1582045555114746,1.5529632568359375,,,,,,
,,,,51,,,10049,4.6159586906433105,3.4909112453460693,1.9945515394210815,1.8732272386550903,,,,,,
,,,,51,,,10099,4.560308456420898,3.3837924003601074,2.573899507522583,1.5814627408981323,,,,,,
,,,,51,,,10149,3.8479526042938232,3.541670322418213,2.097378730773926,1.028428077697754,,,,,,
,,,,52,,,10199,5.677148818969727,3.3939733505249023,2.2898011207580566,2.835261821746826,,,,,,
,,,,52,,,10249,4.154555320739746,3.655925989151001,2.1157257556915283,1.2687294483184814,,,,,,
,,,,52,,,10299,4.621892929077148,3.6668295860290527,2.6999545097351074,1.438501238822937,,,,,,
,,,,52,,,10349,4.739501953125,3.6729443073272705,2.4104232788085938,1.6978180408477783,,,,,,
,,,,53,,,10399,4.584762096405029,3.5321578979492188,1.9794807434082031,1.8289426565170288,,,,,,
,,,,53,,,10449,4.950984954833984,3.6602766513824463,2.046813488006592,2.097440242767334,,,,,,
,,,,53,,,10499,4.231746196746826,3.3697872161865234,2.041208505630493,1.5262484550476074,,,,,,
,,,,53,,,10549,4.421518802642822,3.5771844387054443,2.2214062213897705,1.522223711013794,,,,,,
,,,,54,,,10599,4.334458827972412,3.102250576019287,2.3566534519195557,1.6050068140029907,,,,,,
,,,,54,,,10649,4.110980033874512,3.6036791801452637,2.1803746223449707,1.2189528942108154,,,,,,
,,,,54,,,10699,4.238034248352051,3.3612914085388184,2.2719674110412598,1.4214048385620117,,,,,,
,,,,54,,,10749,4.192203521728516,3.6871070861816406,2.2010364532470703,1.2481319904327393,,,,,,
,,,,55,,,10799,4.228813171386719,3.377139091491699,2.3962912559509277,1.3420982360839844,,,,,,
,,,,55,,,10849,4.227911949157715,3.621136426925659,2.1637938022613525,1.3354467153549194,,,,,,
,,,,55,,,10899,4.269237041473389,3.5418388843536377,2.0733659267425537,1.461634635925293,,,,,,
,,,,55,,,10949,4.402490139007568,3.3013124465942383,2.5808207988739014,1.461423397064209,,,,,,
,,,,56,,,10999,4.535582542419434,3.6322057247161865,2.2819714546203613,1.5784943103790283,,,,,,
,,,,56,,,11049,4.102283954620361,3.8571341037750244,1.9083343744277954,1.2195497751235962,,,,,,
,,,,56,,,11099,4.456878662109375,3.535466194152832,2.349943161010742,1.5141738653182983,,,,,,
,,,,56,,,11149,7.870489120483398,3.9669089317321777,2.9884893894195557,4.392789840698242,,,,,,
,,,,57,,,11199,4.915896892547607,3.6163787841796875,2.554842233657837,1.8302865028381348,,,,,,
,,,,57,,,11249,4.581899166107178,3.703974962234497,1.9109091758728027,1.7744570970535278,,,,,,
,,,,57,,,11299,4.6399126052856445,3.5920474529266357,2.073385715484619,1.8071956634521484,,,,,,
,,,,57,,,11349,3.9363107681274414,3.340895175933838,1.9572598934173584,1.2872331142425537,,,,,,
,,,,58,,,11399,4.182602882385254,3.5118513107299805,2.0394694805145264,1.4069422483444214,,,,,,
,,,,58,,,11449,4.091387748718262,3.6319479942321777,2.100724458694458,1.2250514030456543,,,,,,
,,,,58,,,11499,4.974590301513672,3.472872495651245,2.3291800022125244,2.073564052581787,,,,,,
,,,,58,,,11549,4.601744174957275,3.5194289684295654,1.8692314624786377,1.907414197921753,,,,,,
,,,,59,,,11599,4.0487380027771,3.5274240970611572,1.9523519277572632,1.3088500499725342,,,,,,
,,,,59,,,11649,4.595876216888428,3.622990608215332,2.1626322269439697,1.7030647993087769,,,,,,
,,,,59,,,11699,4.22512149810791,3.7433383464813232,2.28912615776062,1.2088892459869385,,,,,,
,,,,59,,,11749,5.346988201141357,3.4231903553009033,2.5123417377471924,2.3792221546173096,,,,,,
0.3391091525554657,0.9733514189720154,0.3160252571105957,0.943947434425354,59,0.20275890827178955,0.8966507911682129,11759,,,,,7.089077949523926,3.5386462211608887,2.5880603790283203,0.213876873254776,0.9574219584465027,4.0257248878479
,,,,60,,,11799,4.73272180557251,3.508561134338379,2.171342611312866,1.8927700519561768,,,,,,
,,,,60,,,11849,4.778615951538086,3.999622344970703,2.4214630126953125,1.5680735111236572,,,,,,
,,,,60,,,11899,4.4366254806518555,3.6922783851623535,2.11537766456604,1.5327975749969482,,,,,,
,,,,60,,,11949,4.039323329925537,3.060338258743286,1.9301421642303467,1.5440829992294312,,,,,,
,,,,61,,,11999,5.472531318664551,3.4117391109466553,2.2649638652801514,2.6341798305511475,,,,,,
,,,,61,,,12049,4.723150730133057,3.692051887512207,2.0279541015625,1.8631476163864136,,,,,,
,,,,61,,,12099,4.225705146789551,3.42891263961792,2.13435697555542,1.4440702199935913,,,,,,
,,,,61,,,12149,4.3731231689453125,3.402972459793091,2.2724852561950684,1.5353944301605225,,,,,,
,,,,62,,,12199,4.725162506103516,3.6129655838012695,2.4173407554626465,1.710009217262268,,,,,,
,,,,62,,,12249,4.623713970184326,3.557008743286133,2.049405813217163,1.8205064535140991,,,,,,
,,,,62,,,12299,4.192807197570801,3.463928699493408,2.136141777038574,1.3927721977233887,,,,,,
,,,,63,,,12349,4.271822929382324,3.394153594970703,1.9778082370758057,1.5858421325683594,,,,,,
,,,,63,,,12399,4.195188522338867,3.7710037231445312,1.791489601135254,1.4139416217803955,,,,,,
,,,,63,,,12449,4.4113993644714355,3.39872670173645,1.928328037261963,1.747871994972229,,,,,,
,,,,63,,,12499,4.912827491760254,3.55767822265625,2.0231220722198486,2.122427463531494,,,,,,
,,,,64,,,12549,4.772611141204834,3.536973237991333,2.4060561656951904,1.8010964393615723,,,,,,
,,,,64,,,12599,4.302908420562744,3.6412899494171143,2.4790306091308594,1.2427482604980469,,,,,,
,,,,64,,,12649,4.2061028480529785,3.7768237590789795,2.246037721633911,1.1946723461151123,,,,,,
,,,,64,,,12699,4.51505708694458,3.332475185394287,2.33837628364563,1.6796314716339111,,,,,,
,,,,65,,,12749,4.2779035568237305,3.3977200984954834,1.9007577896118164,1.6286643743515015,,,,,,
,,,,65,,,12799,3.948385715484619,3.4930315017700195,1.8654643297195435,1.269137978553772,,,,,,
,,,,65,,,12849,4.2932562828063965,3.2588613033294678,2.271787166595459,1.527932047843933,,,,,,
,,,,65,,,12899,4.739053249359131,3.8199050426483154,2.4697647094726562,1.5942182540893555,,,,,,
,,,,66,,,12949,4.292697429656982,3.5702831745147705,1.9496519565582275,1.5327297449111938,,,,,,
,,,,66,,,12999,4.107571125030518,3.4687280654907227,2.4080851078033447,1.169164776802063,,,,,,
,,,,66,,,13049,4.545287132263184,3.5816242694854736,2.222621202468872,1.6431643962860107,,,,,,
,,,,66,,,13099,4.572853088378906,3.5864920616149902,2.3869338035583496,1.5861397981643677,,,,,,
,,,,67,,,13149,4.625113487243652,3.7942991256713867,2.4151406288146973,1.5203938484191895,,,,,,
,,,,67,,,13199,5.0795722007751465,3.4615001678466797,2.5995757579803467,2.0490341186523438,,,,,,
