best_mcc,best_r2,best_sum_mcc,best_sum_r2,epoch,mcc_at_best_r2,r2_at_best_mcc,step,train_elbo_loss,train_kld_content,train_kld_style,train_recon_loss,val_elbo_loss,val_kld_content,val_kld_style,val_mcc,val_r2,val_recon_loss
,,,,0,,,49,297.3662109375,3.290560483932495,3.741356611251831,293.8502502441406,,,,,,
,,,,0,,,99,110.06446838378906,6.2103071212768555,3.60225772857666,105.1581802368164,,,,,,
,,,,0,,,149,86.57137298583984,8.507548332214355,2.365996837615967,81.13459777832031,,,,,,
,,,,1,,,199,72.24668884277344,7.2738213539123535,2.422976493835449,67.3982925415039,,,,,,
,,,,1,,,249,45.13550567626953,6.321008682250977,1.898130178451538,41.025936126708984,,,,,,
,,,,1,,,299,37.618282318115234,7.365316390991211,2.4791479110717773,32.696048736572266,,,,,,
,,,,1,,,349,34.26752471923828,4.994846820831299,1.9049768447875977,30.817611694335938,,,,,,
,,,,2,,,399,41.352413177490234,5.759327411651611,2.1331403255462646,37.40617752075195,,,,,,
,,,,2,,,449,32.83415222167969,4.72868013381958,1.9893344640731812,29.475143432617188,,,,,,
,,,,2,,,499,34.581153869628906,4.929634094238281,2.3138585090637207,30.95940589904785,,,,,,
,,,,2,,,549,32.10008239746094,4.417788505554199,2.2653818130493164,28.75849723815918,,,,,,
,,,,3,,,599,30.509084701538086,4.485444068908691,2.017852783203125,27.257436752319336,,,,,,
,,,,3,,,649,32.80989074707031,4.222831726074219,2.084726095199585,29.656112670898438,,,,,,
,,,,3,,,699,29.691011428833008,4.48795747756958,2.078906536102295,26.40757942199707,,,,,,
,,,,3,,,749,25.686304092407227,4.313704013824463,1.8759496212005615,22.591476440429688,,,,,,
,,,,4,,,799,30.02284049987793,4.51308012008667,2.2630631923675537,26.634769439697266,,,,,,
,,,,4,,,849,31.8232421875,4.201186180114746,2.16738224029541,28.638957977294922,,,,,,
,,,,4,,,899,28.17401123046875,3.959726333618164,2.1176154613494873,25.13534164428711,,,,,,
,,,,4,,,949,26.77652931213379,3.6991236209869385,1.9930105209350586,23.930461883544922,,,,,,
,,,,5,,,999,31.280668258666992,3.98822021484375,2.003298759460449,28.284908294677734,,,,,,
,,,,5,,,1049,25.302255630493164,4.161780834197998,2.1682863235473633,22.137222290039062,,,,,,
,,,,5,,,1099,26.707197189331055,3.5300509929656982,2.0618233680725098,23.911258697509766,,,,,,
,,,,5,,,1149,22.124984741210938,3.7232635021209717,1.6591421365737915,19.43378257751465,,,,,,
,,,,6,,,1199,24.403940200805664,3.905207633972168,1.844678521156311,21.52899742126465,,,,,,
,,,,6,,,1249,25.327098846435547,3.8152849674224854,2.260047435760498,22.289432525634766,,,,,,
,,,,6,,,1299,22.008907318115234,3.742945671081543,1.76788330078125,19.25349235534668,,,,,,
